file_name,QuestionText,answer
"Lekkers Ambience.wav","A female is talking to a person of what gender?",MALE
"Lekkers Ambience.wav","What are the humans doing?",TALKING
"bowling_basin_2.wav","What sound is heard in the recording?",TRAFFIC
"bm_lampshade.wav","How many times does the instrument gong?",SIX
"04-Bakken_GamblingMachines_Hall.wav","How many kids are heard screaming?",TWO
"04-Bakken_GamblingMachines_Hall.wav","How many people can be heard laughing?",ONE
"Pensol - le Moulin cours d&#39;eau.wav","What type of element can be heard in the recording?",WATER
"Schnelllauferpresse 01.wav","how many times is the pound heard?",FIFTY
"London Underground- tube train at station.wav","In what stage of life is the main human speaker?",ADULT
"London Underground- tube train at station.wav","What gender is the recorded voice?",FEMALE
"sw_PoultryBarn_cs8049.wav","What kind of animals are around?",BIRDS
"Bottle Open Pour Fizz.wav","how many times does something get poured?",ONCE
"Bottle Open Pour Fizz.wav","What human sensation would cause someone to conduct this activity?",SOUND
"Nordschleife_Vorkriegsrennwagen_1.wav","What is making the sound?",MOTORCYCLE
"41_STEAM.wav","What is being sprayed?",WATER
"Car passing.wav","What are the objects on the car that touches the road to create sound?",TIRES
"Echo Garage Door.wav","how many times does the noise repeat?",THREE
"Footsteps_Squeeky_Wood.wav","What are the steps made of?",WOOD
"20090105.crowd.drums.wav","How many times does the entire crowd exclaim the same chant in unison?",ONE
"Dog whining.wav","What is the animal doing?",BARKING
"Dog whining.wav","Which animal is making the noise?",DOG
"Cruiseship - inside, crew cabin at night.wav","How many times is the tapping noise heard ?",THREE
"20091224.bells.02.wav","What are ringing?",BELLS
"Ocean breeze - wind howling.wav","How many people are breathing?",ONE
"Metal spoon on china plate.wav","How many objects are being held?",TWO
"Fuente_collserola_bcn.wav","What is making the sound?",WATER
"Fuente_collserola_bcn.wav","what is the water doing?",RUNNING
"ambient 2.wav","What art form is this?",MUSIC
"ambient 2.wav","Which tone is heard first?",PIANO
"vent_int_garage2.wav","What happens between the initial thud and the first clinking sound?",NOTHING
"Outdoors rumble.wav","What color noise is this?",WHITE
"promenade_Lanzarote_kids_people_talking_bicycles_AMB_EXT.wav","What living creature is making sound?",HUMAN
"_Stream 4 at Krka falls.wav","What's making that sound?",RAIN
"Burleson01.wav","What animal was heard in the background?",COW
"Burleson01.wav","What body movement can be heard?",WALKING
"Crow noise.wav","how many times does the bird squawk?",SIXTEEN
"SwampFrogsAndGeese.wav","what are talking?",BIRDS
"SwampFrogsAndGeese.wav","what is making the repetitive sound?",BIRDS
"Remix of 101980__pyr0x__growl_variants.wav","How many times is there breathing or snoring?",SIX
"Slider door.wav","What is being opened?",DOOR
"Slider door.wav","What type of mammal is completing the task?",HUMAN
"Kobe-train-announcement-and-arrival.wav","what is the machine which can be heard stopping?",TRAIN
"Water Streaming #5.wav","What direction is the water moving from the faucet?",DOWN
"Water Streaming #5.wav","What is the water doing?",FALLING
"Outside01.wav","How many human voices are there?",ONE
"Giant 1.wav","What is the person doing?",TALKING
"cars_pass_01_070812.wav","How many cars can be heard?",TWO
"cars_pass_01_070812.wav","What is the person standing next to to get this sound?",ROAD
"city pouring rain.wav","What is happening?",RAINING
"city pouring rain.wav","What is the weather?",RAINING
"squeeks raw.wav","What is the swing made out of?",METAL
"Train Station Loudspeakers.wav","How many separate voices can be heard?",TWO
"Sound_Of_Sea_In_Harbour.wav","What kind of animal is present?",DOG
"conversation.wav","What are the people doing?",TALKING
"River Alde marsh.wav","What kind of animals are there?",BIRDS
"SpaceAmbient.wav","What does it sound like?",STORM
"SpaceAmbient.wav","What is the color of this sound?",WHITE
"Seashore Atmos LW2.wav","How many vehicles are heard?",TWO
"Seashore Atmos LW2.wav","What type of vehicle is heard?",MOTORCYCLE
"bistro, ambient noise, talking.wav","How many people can be heard?",FOUR
"bistro, ambient noise, talking.wav","what gender of people are talking?",FEMALE
"Kids chatter Primary School Birmingham UK.wav","What kind of place is this?",SCHOOL
"Paper shredder.wav","What is being scrunched up in the device over and over again?",PAPER
"Paper shredder.wav","What is crunching?",PAPER
"20140809_cruzul.river.wav","This substance is used by humans for what recreational activity?",SWIMMING
"20140809_cruzul.river.wav","What element is flowing?",WATER
"T12_Huber_Walking on Gravel.wav","What is the person doing?",WALKING
"SummerSwellingInsectsFerneCliff.wav","What green thing does this device usually water?",GRASS
"TOWN_CAR_START.wav","How many people are talking?",ONE
"TOWN_CAR_START.wav","How many vehicles can be heard?",ONE
"Soft rain in Berlin with thunder in background.wav","How is the weather?",RAINY
"20120715_ourense.bell.01.wav","What else can be heard in the background?",TALKING
"20120715_ourense.bell.01.wav","What is ringing?",BELL
"FP_Flock_of_Birds.wav","How many objects are making noise?",ONE
"FP_Flock_of_Birds.wav","What gender is the person who applied the distortion to this sound clip?",UNKNOWN
"Uh, Hi, Mom. I Crashed the Car.wav","What gender is the speaker?",MALE
"Uh, Hi, Mom. I Crashed the Car.wav","What is the man doing?",TALKING
"Park Szczubeka Ulica Powsinska.wav","What animal is heard?",BIRD
"Lake At Night.wav","What insect is chirping?",CRICKET
"Cornell Big Cheer.wav","What kind of sounds are the people making?",CHEERING
"Seagulls 1.wav","How many birds are making noise?",TWO
"Seagulls 1.wav","What are the birds doing?",CHIRPING
"elevator sequence ambience door opens closes descends door opens.wav","What creaks open?",DOOR
"elevator sequence ambience door opens closes descends door opens.wav","What is making the clicking noise?",DOOR
"Walking on snow frozen to ice.wav","What is the person doing?",WALKING
"Collingwood bees, bumble bees.wav","What animal species is making the non-buzzing sound?",BIRD
"Feria.wav","At what point does music play?",BEGINNING
"Feria.wav","What is the small animal heard for a split second in the background?",BIRD
"Deltic Diesel Train Departure~Irwell Vale Halt~Bury.wav","How many times does the whistle blow?",ONCE
"Deltic Diesel Train Departure~Irwell Vale Halt~Bury.wav","What type of vehicle is it?",TRAIN
"am band static.wav","What is having its channels being changed?",RADIO
"Bonnet Macaque Alarm Call @ GoaMarch 9 2013.wav","How many times the the animal make its loud sound?",EIGHT
"Bonnet Macaque Alarm Call @ GoaMarch 9 2013.wav","What kind of animal is calling out?",DUCK
"Train_LightRail_By_T0147.wav","What is passing by?",TRAIN
"Street Seller in Mexico City. Tights for girls.wav","How many voices are there?",ONE
"Street Seller in Mexico City. Tights for girls.wav","What is the gender of the speaker?",MALE
"Door opening_closing.wav","How many times is the door slammed?",FOUR
"Fly_versus_Lamp.wav","what is the fly doing?",FLYING
"rim of woods farmland people far NL 01 151003_0804 ST.wav","how many birds can be heard?",THREE
"rim of woods farmland people far NL 01 151003_0804 ST.wav","What is the bird doing?",CHIRPING
"md1trk38.wav","What kind of creature would operate this device?",HUMAN
"el sonido del arbol y la tierra yerlin .wav","How many different voices are there?",FIVE
"Ravens.wav","What is the four letter name of these common black birds?",CROW
"161006_0075 creaking floor -nr.wav","What kind of creature is making the sound?",WOOD
"TrainAmbience(Mix).wav","How many different voices are heard?",THREE
"TrainAmbience(Mix).wav","What living creatures are making sounds?",HUMANS
"20061022.upstairs.wav","What is the person holding?",KEYS
"20061022.upstairs.wav","What is used to open the door?",KEY
"20060426.marsh.house.ambiance.wav","What is chirping?",BIRDS
"ocean_cape.wav","How many times do the waves crash?",THREE
"ocean_cape.wav","How waves are there?",TWO
"Boom_Folie_PlayingWithCurtains.wav","What type of material might be making the high pitched scraping sound?",METAL
"01-31 Footsteps, Wood, Barefoot, Jumps &amp; Scuffs.wav","How many objects were dropped?",THREE
"01-31 Footsteps, Wood, Barefoot, Jumps &amp; Scuffs.wav","When does the thumping take place?",BEGINNING
"OldCarHornsAndSirens.wav","How many honks can be heard?",TWO
"OldCarHornsAndSirens.wav","The vehicles are en route to what type of event, in general?",EMERGENCY
"Shaking and dragging of jar with stones.wav","What is this object?",BAG
"Tires car without an engine.wav","What are the people doing?",DRIVING
"Tires car without an engine.wav","What terrain is the vehicle driving through?",WET
"woodpecker, wind and dogs.wav","What animal is heard?",BIRD
"woodpecker, wind and dogs.wav","What are the birds doing?",CHIRPING
"Stepping in puddles w ambient rain.wav","What is more quietly heard in the background?",RAIN
"Gravel_Sand Walking 2.wav","How many steps does the person make?",TWENTY
"Chopping parsley.wav","What is being used to cut the objects?",KNIFE
"static 770 kHz cycle zap.wav","What is interrupting the sound going on?",STATIC
"under flyover_300513.wav","How many birds are going back and forth with each other?",TWO
"Stream 1 at Krka falls.wav","What is the weather like?",RAINY
"Stream 1 at Krka falls.wav","What sort of sound is it?",RAIN
"Lake Wars_extract.wav","What is making the laser sound?",SPILLING
"seagulls.wav","What animals are making noise?",BIRDS
"Wind, Soft. Crickets.wav","How calm is this?",VERY
"Wind, Soft. Crickets.wav","What kind of frequency is the noise?",HIGH
"2 08 Br Lib 2 amb kids.wav","How may different people are heard talking ?",THREE
"BANISTER_FLOOR CREAK.wav","Where was the man speaking?",OFFICE
"Water - Stones.wav","what are the waves doing?",CRASHING
"Water - Stones.wav","What is moving?",WATER
"cow bells.wav","What is blowing in the wind?",CHIMES
"cow bells.wav","What is the weather like?",WINDY
"Radio Static 1 (wav).wav","What is the volume of the machine?",LOUD
"Coffee Maker Brewing.wav","What is being made?",COFFEE
"junction_night_traffic.wav","What is humming?",CAR
"junction_night_traffic.wav","What is the vehicle doing as the humming gets farther in distance?",ACCELERATING
"Train leaving the station.wav","What is the object that created a sharp, piercing sound?",WHISTLE
"Birds_and_Water_Filling_Rain_Barrel.wav","Which one of the 4 elements is it?",WATER
"file0699_4_birdsong.wav","what is the bird doing?",CHIRPING
"file0699_4_birdsong.wav","What kind of animal is making the sound?",BIRD
"Kitchen Clock Ticking 2.wav","how many times does the clock tick?",NINETEEN
"Kitchen Clock Ticking 2.wav","What is ticking?",CLOCK
"River far 1.wav","What animal is heard in the background?",BIRD
"River far 1.wav","What can be heard throughout the clip?",WATER
"Thunder - Guangzhou - China - Quiet.wav","How many times does it thunder?",TWO
"Thunder - Guangzhou - China - Quiet.wav","What condition would someone be in if there were caught outside?",WET
"dish washing, distance, ambience .wav","What is the liquid heard in the background?",WATER
"People walking through forest.wav","What are the people doing?",WALKING
"People walking through forest.wav","What object is being crunched?",LEAVES
"Atmo Wartehalle2.wav","How many hand claps are there?",THREE
"Rain Aluminium Roof.wav","What is on fire?",WOOD
"Rain Aluminium Roof.wav","What metal object is the rain hitting?",ROOF
"Burco Conveyer Toaster running.wav","what is making the screeching noise?",MACHINE
"Burco Conveyer Toaster running.wav","What is the machine doing?",WHIRRING
"Motorcycle 1.wav","What type of vehicle engine is this ?",DIESEL
"propplaneflyover.wav","How fast does the engine move?",FAST
"Pas sur le sol.wav","What is making sound?",SHOES
"Bear Last Audio.wav","This kind of a noise from an animal would be considered a what?",GROWL
"Bear Last Audio.wav","What kind of creature is making the sounds?",DOG
"TRAN_Plane_PropSpin_01.wav","What is making the sound?",AIRPLANE
"TRAN_Plane_PropSpin_01.wav","What sound is the plane making?",WHIRRING
"Shower and walk - front.wav","How many times is there another distinct sound, that is NOT the rain?",TWO
"Shower and walk - front.wav","What type of weather condition is occurring?",RAIN
"Footsteps Walking in Forest tractor in background-1.wav","What animal makes a noise?",BIRD
"Footsteps Walking in Forest tractor in background-1.wav","What are they walking on?",SNOW
"Crowd in a local market.wav","What sound can be heard at the end?",TALKING
"Crowd in a local market.wav","who, other than adults, are talking?",CHILDREN
"cat hiss yowl.wav","What does the baby do the whole time?",CRYING
"cat hiss yowl.wav","what kind of animal is that?",CAT
"SamyeLing_Pheasant121102.wav","How many barks are there?",SIX
"SamyeLing_Pheasant121102.wav","How many legs does this animal have?",FOUR
"Spring Rain 1.wav","what is the rain doing?",DRIPPING
"Spring Rain 1.wav","What liquid is flowing ?",WATER
"wooden boat row water.wav","What is being used to move the water around?",PIPE
"Untitled-13.wav","What genre of movie could this be used in?",HORROR
"Ferry I.wav","What type of weather could it be?",WINDY
"train accelerating on trestle.wav","How many times does the machine accelerate?",TWICE
"20061224.car.starting.wav","How many clicking sounds before the vehicle starts?",TWO
"20061224.car.starting.wav","What is the person doing with the vehicle?",DRIVING
"Rain at the city window - 44.1kHz16Bit - XYStereo - TASCAM - DR40 - intMic - normalized - fade in and fade out.wav","How is the weather?",RAINING
"Rain at the city window - 44.1kHz16Bit - XYStereo - TASCAM - DR40 - intMic - normalized - fade in and fade out.wav","How many cars pass by on the wet road?",ONE
"book_light_noise.wav","What kind of book is being flipped through?",PAPER
"contact_floor_lamp.wav","What kind of hammer is being used?",JACKHAMMER
"contact_floor_lamp.wav","What kind of material is being hit?",METAL
"SparklingSound.wav","What can be heard rumbling in the background?",THUNDER
"SparklingSound.wav","What is heard in the background?",WIND
"elicottero.wav","What is flying?",HELICOPTER
"waves.wav","What is flowing?",WATER
"Int. Car Drive 1.wav","What is the weather like?",WINDY
"Stairwell with echo Front.wav","How many steps does the person take?",TWENTYSIX
"Stairwell with echo Front.wav","What is the person doing?",WALKING
"DR-100_0016_CPH train station_01.wav","What are the people in the area doing?",TALKING
"DR-100_0016_CPH train station_01.wav","What is crying in the background?",BABY
"Rain drops.wav","What are the children doing?",TYPING
"bm_drip.wav","What is the element here called when It's frozen?",ICE
"tadpolesound.wav","What is falling?",WATER
"tadpolesound.wav","what is the water doing?",RUNNING
"Elevator sounds.wav","How many beeps occur?",TWO
"CoinSpin.wav","What is making noise?",COINS
"Rain after Thunder from Shed 2013-07-25 2.wav","what is falling from the sky?",RAIN
"birds_in_moms_garden.wav","what animal makes a noise other than the birds?",COW
"birds_in_moms_garden.wav","What is chirping?",BIRDS
"Cable rustling 1-01.R.wav","How many people are heard?",TWO
"immersion in a bath and getting out of the bath.wav","How many times is the water splashed?",TWO
"20061214.wrench.02.wav","What is the part that is making the high pitched dinging most likely made out of?",METAL
"ClockTicking.wav","How many times does the sound repeat?",THIRTY
"ClockTicking.wav","What is the consistency of the object that produces the sound?",METAL
"helicopter.L.wav","what is the helicopter doing?",FLYING
"helicopter.L.wav","Who is operating this vehicle?",PILOT
"Summer Ambiance .wav","What animal is making noise?",BIRD
"Summer Ambiance .wav","what is the bird doing?",SINGING
"Door creaking.wav","How many objects are making this creaking noise?",ONE
"Door creaking.wav","What object is making this creaking sound?",DOOR
"Hand Basin Water.wav","Where does the water come from?",TAP
"Rain after Thunder from Shed 2013-07-25 1.wav","what is the rain hitting?",GROUND
"Rain after Thunder from Shed 2013-07-25 1.wav","What type of weather can be heard?",RAIN
"Shower Driping Fast to Slow.wav","What happens to the sound at the end?",STOPS
"Shower Driping Fast to Slow.wav","What is the overall speed of the sound?",FAST
"Ambience - Merri path, trees and birds, gentle wind.wav","What are the birds doing?",CHIRPING
"Ambience - Merri path, trees and birds, gentle wind.wav","What type of animal can be heard?",BIRDS
"bird-twitter-car.wav","How many times does a vehicle pass by ?",ONCE
"bird-twitter-car.wav","What kind of animal is chirping in the background?",BIRD
"00214 supermarket entrance 1.wav","What animal can be heard?",DOG
"CRAZY.BIRDS.VERY.ACTIVE.WYOMMING.wav","What is making all the noise?",BIRDS
"CRAZY.BIRDS.VERY.ACTIVE.WYOMMING.wav","What kind of animals are making noise?",BIRDS
"Sink_Running_Water.wav","What object is making this noise?",FAN
"Sink_Running_Water.wav","Where does this take place?",BATHROOM
"Triumph start and idle.wav","What is the motor doing?",START
"Exterior Prius In Stop Away series w door open and beeps at head.wav","What was being closed?",DOOR
"circulation.wav","What is the noise?",SIREN
"ruffle.wav","How many people are producing sound?",ONE
"ruffle.wav","What is the man flipping through?",PAPER
"Noisy Hotel Bathroom Fan (starts + stops).wav","What device is turning in this sound clip?",FAN
"Noisy Hotel Bathroom Fan (starts + stops).wav","What is the object being turned on and off?",FAN
"Quiet Mood.wav","What sound is heard at the end?",PIANO
"lungs.wav","How many clicks are there?",ONE
"lungs.wav","How many sounds can be heard?",TWO
"tennis ball.wav","how many tap sounds are there?",FIFTEEN
"tennis ball.wav","What type of ball is being struck?",TENNIS
"Small quiet street ambience.wav","Which animal is making a sound?",BIRD
"crossing the river.wav","How many people are apparently walking?",ONE
"crossing the river.wav","How many steps does the person take?",FORTY
"OrchestraTuning1.wav","What do people do at the end of the recording?",CLAP
"OrchestraTuning1.wav","What is the name of the group that is doing the clapping?",AUDIENCE
"Oven Door.wav","What is slammed?",GATE
"outdoors ambient windy wind leaves rustle near airport plane hum.wav","How does the ground likely feel?",WET
"outdoors ambient windy wind leaves rustle near airport plane hum.wav","How is the weather here?",RAINY
"05 hn_PittsPennLincoln.wav","How many vehicles can be heard?",TWO
"05 hn_PittsPennLincoln.wav","What type of vehicle is making the revving noise?",CAR
"walking trough wetlands.wav","What is the person doing?",WALKING
"01058 main street walk.wav","What is the person walking doing throughout the audio?",TALKING
"Stream Honiton.wav","What is singing?",BIRDS
"Walking along Highway.wav","How many steps did the person walking take?",FORTY
"Walking along Highway.wav","How many vehicles drive down the road?",THREE
"PAPER_PULLED_FROM_PURSE.wav","The person making requests is probably the what?",PERSON
"PAPER_PULLED_FROM_PURSE.wav","what gender of person is closest to the microphone and talking?",FEMALE
"Car Driving.wav","What surface is the vehicle traveling on?",PAVEMENT
"sink3.wav","How many coffee mugs is this person washing ?",ONE
"sink3.wav","what turns off at the end?",FAUCET
"FootstepsUpstairs.wav","How many times did the footsteps come to a complete stop for more than a couple of seconds?",ONE
"FootstepsUpstairs.wav","What made the creaking noise?",FLOORBOARD
"Swifts.wav","What type of animal is making noise at the beginning ?",BIRD
"shopping-cart-rattle.wav","How does the animal respond?",BARKING
"shopping-cart-rattle.wav","How many times does the dog bark?",TWO
"130915 - Interior-Hard Rain with 2 Skylights.wav","What is falling onto the surface to make that noise?",RAIN
"130915 - Interior-Hard Rain with 2 Skylights.wav","What sort of weather can be heard?",RAIN
"train_leaving_oloron_sainte_marie.wav","How many times does the hammer bang?",EIGHT
"train_leaving_oloron_sainte_marie.wav","What hand tool is the person banging with?",HAMMER
"Tsaritsyno-Park. Spring.wav","What animal is making noise?",BIRD
"Tsaritsyno-Park. Spring.wav","What are the birds doing?",CHIRPING
"Morgens 04.wav","What animal is making the loudest noise?",ROOSTER
"Morgens 04.wav","What animals are heard chirpping?",BIRDS
"Kitchen meal.wav","How many times is a microwave key punched?",FIVE
"Kitchen meal.wav","What is making the beeping noise?",MICROWAVE
"20060129.marshes.03.wav","How do these kinds of creatures usually travel?",FLYING
"20060129.marshes.03.wav","What animal is making the sound?",BIRDS
"Hydrophone_Newport Footbridge Fountains 06.wav","What is making this streaming sound?",WATER
"Wood_Creak_02.wav","What is creaking?",DOOR
"8 minutes in one.wav","What can be heard underlying the sound towards the end?",TALKING
"tram_enoshima.wav","How many times does the crossing signal make a ding sound?",TWENTYEIGHT
"tram_enoshima.wav","What accelerates way?",CAR
"20080614.bells.wav","What instrument can be heard?",BELLS
"20080614.bells.wav","What type of building was the recording made at?",CHURCH
"Grand Union Canal Kensal Green.wav","How many times does the softest chirping sound repeat?",THREE
"Grand Union Canal Kensal Green.wav","What is chirping?",BIRD
"005 - Opening a can of soup.wav","What material is the object that is rubbed?",METAL
"005 - Opening a can of soup.wav","What type of sound does the metal make?",SCRAPING
"windy_driving.wav","What rushes by near the end of the clip?",CAR
"windy_driving.wav","When this type of event becomes excessively powerful, it's referred to as a what?",TORNADO
"Pushing a metal fence.wav","How many times is the object hit?",SEVENTEEN
"Pushing a metal fence.wav","What material is the object being hit?",METAL
"Carrer de Pons i Gallarza.wav","What are the people doing?",TALKING
"amolador_pan_pipe.wav","What is the dog doing?",BARKING
"amolador_pan_pipe.wav","What type of instrument is being played ?",FLUTE
"Insects 3 with dog.wav","How many insects are making noise?",FOUR
"Insects 3 with dog.wav","What insect is buzzing?",FLY
"Spring.wav","What fluid can be heard gurgling away?",WATER
"Spring.wav","What is falling onto the stream?",WATER
"wind-phonelines.wav","What is causing the howling sound?",WIND
"Fountain 1.wav","What liquid is making that rushing noise?",WATER
"Plastic Drawer Open and Close.wav","How many times is the paper stapled?",EIGHT
"Plastic Drawer Open and Close.wav","What noise is being made?",SCRAPING
"knocking_hammering.wav","What is doing the knocking?",DOOR
"Underwater Noise restless 01 140704_0285.wav","How many human voices can be heard?",ZERO
"Underwater Noise restless 01 140704_0285.wav","What is the person doing in the bathtub?",BATHING
"cats how.wav","What animal is making noise?",CAT
"cats how.wav","When does the door open?",END
"Water Splash 01.wav","How many splashes are there?",EIGHT
"Water Splash 01.wav","What is the water doing?",SPLASHING
"hugeSlidingDoorSlamSM57.wav","What is being opened and closed?",DOOR
"hugeSlidingDoorSlamSM57.wav","What kind of object is moving across the floor?",METAL
"tramway_gnashing.wav","What is the object making the noise?",SUBWAY
"Plusieurs_Chaises_Glissent.wav","What are the objects being moved upon?",CHAIR
"Plusieurs_Chaises_Glissent.wav","What is causing the squeaking noise?",CHAIR
"20092007.strike.wav","What is the loud clap or crack sound in the clip?",THUNDER
"swings.wav","How many times does the object go back and forth?",NINETEEN
"swings.wav","What is this children's play structure called?",SEESAW
"driveaway.wav","What are the wheels touching?",GRAVEL
"driveaway.wav","When is the engine closest?",BEGINNING
"Rushing_Water_No_Traffic.wav","If this substance was falling off a cliff, what would that feature be called?",RAINFALL
"Rushing_Water_No_Traffic.wav","What is the source of the water?",RAIN
"walking in snow 2.wav","What time of year is it likely to be?",WINTER
"walking in snow 2.wav","What's the person doing?",WALKING
"Finch.wav","How many times does the first bird start chirping?",TWO
"Finch.wav","what are the birds doing?",CHIRPING
"marche1.wav","how many people are talking?",TWO
"marche1.wav","What animals are making noises in the background?",BIRDS
"20100423.river.02.wav","What liquid is making the sound?",WATER
"Oystercatchers and Chic.wav","What is causing the crashing sound in the background?",WAVES
"Oystercatchers and Chic.wav","What sound does the animal make?",CHIRP
"Squeaking Glass.wav","What noise is being made in this recording?",SQUEAKING
"massive murmur in cathedral.wav","What building is this likely happening in?",CHURCH
"massive murmur in cathedral.wav","What is the group of people doing?",SPEAKING
"Durango-Silverton RR Dec 01 I 24 bit.wav","How many separate times does the whistle blow?",THREE
"Durango-Silverton RR Dec 01 I 24 bit.wav","What type of train is in the clip?",STEAM
"Wall Clock Ticking.wav","How many times does the clock tick?",SIXTEEN
"Wall Clock Ticking.wav","What object is this?",CLOCK
"Forbidden Purr01.wav","What animal makes the low vibration sound?",CAT
"Forbidden Purr01.wav","What sound does the person make?",BREATHING
"marker-pen-paper.wav","What is the person drawing on?",BOARD
"Cornflour Snow.wav","How many times is the squishing sound made?",TWENTYONE
"Cornflour Snow.wav","What is making the squishing sound?",SNOW
"Running Water in Sink.wav","What is coming out of the faucet?",WATER
"Metal_Workshop_3.wav","What material is the item that is dropped?",METAL
"Rainy Day Sidewalking.wav","This type of noise is characterized by what name?",MUSIC
"before-after remix of 147507__timmy-h123__sword-draw-02-.wav","How many beeps are there?",TWO
"before-after remix of 147507__timmy-h123__sword-draw-02-.wav","What is the person doing too the knife?",SHARPENING
"Microwave.wav","When is the motor running at the loudest?",STEADY
"Thainst12_AuctionPoultry.wav","What is the first animal to make a sound?",COCK
"Thainst12_AuctionPoultry.wav","What type of chicken is heard at the start?",COCK
"swimming pool, night, street in background.wav","How is the weather?",RAINY
"swimming pool, night, street in background.wav","What is falling?",WATER
"Schnelllauferpresse 03.wav","What is passing nearby?",TRAIN
"CamelTalk.wav","How many animals are making noise ?",ONE
"CamelTalk.wav","what is the animal doing?",BARKING
"construction_rubber_mallet_01.wav","How many bangs are there?",TWENTYEIGHT
"construction_rubber_mallet_01.wav","What kind of tool is banging down?",HAMMER
"bathroomSink2.wav","What is the liquid coming out of?",FAUCET
"PS3F_FOZ_centro_AvJK_Transito_Noite.wav","what is there more than one of?",CARS
"Toilet Flushaf.wav","What is being flushed?",TOILET
"Toilet Flushaf.wav","What is the item that flushing normally used for?",TOILET
"BobKessler-Metal Bangs.wav","How many times does the door get hit?",SIX
"BobKessler-Metal Bangs.wav","What is someone doing to the door?",BANGING
"Heat.pump.aquaculture.hatchery.wav","How many times does the motor start up?",ONE
"footsteps_snow_mono_44_16.wav","How many footsteps are there?",TWENTY
"footsteps_snow_mono_44_16.wav","What part of the human body makes this noise?",FEET
"SD trolley.wav","What sort of crossing can be heard?",RAILROAD
"Opening and closing DVD case.wav","What is likely the material of the object being played with?",PLASTIC
"Opening and closing DVD case.wav","What kind of material is the object made from?",PLASTIC
"Aldgate Christians.wav","What song is being sung?",CHURCH
"Truck Brakes.wav","How many times does the vehicle rev up?",FIVE
"water_splashes_in_a_tube.wav","What is the sound being made called?",WATER
"_01storm - orage.wav","What is being dropped into the glass jars?",PEBBLES
"birds_oldmen_cafe.wav","How many voices can be heard?",TWO
"birds_oldmen_cafe.wav","What animal is making the high pitched noise?",BIRD
"Highway Ambience.wav","How many different types of vehicles drive by?",THREE
"02668 stripwood noises.wav","Where is the object located?",TABLE
"Metallic Lingo.wav","How many times is the metal object dropped?",FIVE
"Metallic Lingo.wav","What object is making sound?",GLASS
"Large crowd applause.wav","What are the people doing with their hands?",CLAPPING
"icy_road.wav","How many times is the horn honked?",FOUR
"icy_road.wav","What sound is at the end?",HORN
"Ahr river.wav","What element can  be heard continuously?",WATER
"Ahr river.wav","what sound is coming from the stream?",BABBLING
"Machine Hum Clean.wav","What is booming in the background of the buzzing?",THUNDER
"noisy street.wav","How many different sounds can be heard?",FIVE
"College Hallway ambience.wav","Approximately how many people are there?",TEN
"College Hallway ambience.wav","What is the person doing?",TALKING
"MetalHitRattling.wav","How many times is the whacking sound of the tool heard?",EIGHT
"MetalHitRattling.wav","What gardening hand tool is heard at the end of the clip?",CUTTER
"Village road.wav","How many different dogs are there?",TWO
"Village road.wav","How many vehicles pass?",TWO
"winterbeach.wav","What breaks when it reaches the shore?",ICE
"winterbeach.wav","What is the water coming from?",OCEAN
"bell_church.wav","how many times does the bell ring?",THIRTY
"bell_church.wav","What instrument is making the loudest noise?",BELL
"engine start BMW 320 VG91.wav","What happens to the car at the end?",STOPS
"engine start BMW 320 VG91.wav","What type of vehicle is started in this sound clip?",TRUCK
"breaking_small_window.wav","How do they break the items?",DROPPING
"breaking_small_window.wav","how many break sounds occur?",TEN
"ambient wind.wav","How many airplanes can be heard taking off ?",ONE
"ambient wind.wav","how many people are singing?",ZERO
"plastic bag rustle.wav","What is making noise?",PLASTIC
"plastic bag rustle.wav","What is this object likely made out of?",PLASTIC
"Night Sounds, Summer Country.wav","What animal is heard?",DOG
"Backyard nature.wav","What are the birds doing?",CHIRPING
"Group running in sync on concrete.wav","What is the person doing?",JOGGING
"Group running in sync on concrete.wav","What organ is making a thumping sound?",ORGAN
"Galactic signal 3.wav","How many times does the air or wind sound cease?",ZERO
"20150330_09.passing.car.day.wav","What animal is there?",BIRD
"20150330_09.passing.car.day.wav","What is making noise besides the birds?",PLANE
"microwave.oven.wav","What sound is made to tell the person that the machine has completed its task?",PRINTING
"01 barreau bunker original.wav","How many ringing sounds are there?",FIVE
"01 barreau bunker original.wav","What material is the object that is getting hit?",METAL
"Peckham Rye afternoon.wav","What is being honked?",HORN
"Peckham Rye afternoon.wav","What kind of vehicle can be heard?",BUS
"Thunder Sirens Wind and Rain.wav","What authorities are nearby?",POLICE
"Thunder Sirens Wind and Rain.wav","What is the object creating the sound?",SIREN
"160170_Wind Blowing door_OWI.wav","What instrument played with a foot does the sound resemble?",DRUM
"20061208.waves.02.wav","What is someone doing?",SWIMMING
"20061208.waves.02.wav","What is the weather like?",RAINY
"Marker on Board.wav","How many times does the writing start up?",THREE
"Marker on Board.wav","What is the person writing with?",MARKER
"Gate open and close.wav","How many different people were talking?",TWO
"Gate open and close.wav","What gender do voices belong to?",FEMALE
"B13h35m19s11jan2008.wav","how many times does the can get hit?",SEVEN
"B13h35m19s11jan2008.wav","What is happening with water to cause the sounds?",DRIPPING
"tg_on windshield from inside car.wav","what is the rain doing?",FALLING
"tg_on windshield from inside car.wav","What liquids is hitting the ground ?",RAIN
"Old Oak Common sidings.wav","What are the birds doing?",SINGING
"airport_ambiance_01.wav","How many people are laughing ?",ONE
