file_name,QuestionText,answer,confidence
lackey070329_11_52_am_jackhammer.wav,is the jackhammer working?,yes,yes
lackey070329_11_52_am_jackhammer.wav,is the jackhammer working?,yes,maybe
lackey070329_11_52_am_jackhammer.wav,Is there a power tool?,yes,yes
lackey070329_11_52_am_jackhammer.wav,Is there a power tool?,yes,yes
lackey070329_11_52_am_jackhammer.wav,Is there a power tool?,yes,maybe
lackey070329_11_52_am_jackhammer.wav,What is the name of the tool being operated?,jackhammer,Yes
lackey070329_11_52_am_jackhammer.wav,What is the name of the tool being operated?,jackhammer,Maybe
lackey070329_11_52_am_jackhammer.wav,What is the name of the tool being operated?,drill,Maybe
Strong Wind through leaves.wav,Does a car horn beep?,no,maybe
Strong Wind through leaves.wav,Does a car horn beep?,no,yes
Strong Wind through leaves.wav,Does a car horn beep?,no,yes
Strong Wind through leaves.wav,Does the sound fluctuate?,yes,maybe
Strong Wind through leaves.wav,Does the sound fluctuate?,yes,yes
Strong Wind through leaves.wav,Does the sound fluctuate?,yes,yes
Strong Wind through leaves.wav,How many times does the sound get louder?,three,Yes
Strong Wind through leaves.wav,How many times does the sound get louder?,three,Yes
Strong Wind through leaves.wav,How many times does the sound get louder?,three,Maybe
Strong Wind through leaves.wav,Is a machine making this noise?,no,maybe
Strong Wind through leaves.wav,Is a machine making this noise?,no,maybe
Strong Wind through leaves.wav,Is a machine making this noise?,no,yes
Strong Wind through leaves.wav,Is this sound weather-related?,yes,maybe
Strong Wind through leaves.wav,Is this sound weather-related?,yes,maybe
Strong Wind through leaves.wav,Is this sound weather-related?,yes,yes
Strong Wind through leaves.wav,What is making this noise?,car,Maybe
Strong Wind through leaves.wav,What is making this noise?,wind,Maybe
Strong Wind through leaves.wav,What is making this noise?,waves,Yes
Horny cats - and people at late night in a back alley.wav,Can a bird be heard?,yes,yes
Horny cats - and people at late night in a back alley.wav,Can a bird be heard?,yes,yes
Horny cats - and people at late night in a back alley.wav,Can a bird be heard?,yes,yes
Horny cats - and people at late night in a back alley.wav,Can a grizzly bear be heard?,no,maybe
Horny cats - and people at late night in a back alley.wav,Can a grizzly bear be heard?,yes,yes
Horny cats - and people at late night in a back alley.wav,Can a grizzly bear be heard?,yes,yes
Horny cats - and people at late night in a back alley.wav,Can more than one living creature be heard?,yes,yes
Horny cats - and people at late night in a back alley.wav,Can more than one living creature be heard?,yes,yes
Horny cats - and people at late night in a back alley.wav,Can more than one living creature be heard?,no,yes
Horny cats - and people at late night in a back alley.wav,Is the sound steady and repetetive?,no,maybe
Horny cats - and people at late night in a back alley.wav,Is the sound steady and repetetive?,yes,yes
Horny cats - and people at late night in a back alley.wav,Is the sound steady and repetetive?,no,maybe
Horny cats - and people at late night in a back alley.wav,What is making the 'howling' sound?,dog,Yes
Horny cats - and people at late night in a back alley.wav,What is making the 'howling' sound?,cat,Maybe
Horny cats - and people at late night in a back alley.wav,What is making the 'howling' sound?,dog,Maybe
Horny cats - and people at late night in a back alley.wav,What is making the chirping sound?,bird,Yes
Horny cats - and people at late night in a back alley.wav,What is making the chirping sound?,parakeet,Maybe
Horny cats - and people at late night in a back alley.wav,What is making the chirping sound?,bird,Yes
door-knock-open-close-wooden_close.wav,Do the person knocking seem impatient?,yes,yes
door-knock-open-close-wooden_close.wav,Do the person knocking seem impatient?,yes,yes
door-knock-open-close-wooden_close.wav,Do the person knocking seem impatient?,yes,yes
door-knock-open-close-wooden_close.wav,Does anyone answer the door?,no,yes
door-knock-open-close-wooden_close.wav,Does anyone answer the door?,yes,yes
door-knock-open-close-wooden_close.wav,Does anyone answer the door?,no,yes
door-knock-open-close-wooden_close.wav,Does the knocking gradually becomes more intense?,yes,yes
door-knock-open-close-wooden_close.wav,Does the knocking gradually becomes more intense?,yes,yes
door-knock-open-close-wooden_close.wav,Does the knocking gradually becomes more intense?,yes,yes
door-knock-open-close-wooden_close.wav,How many times is the door being knocked on?,nine,Yes
door-knock-open-close-wooden_close.wav,How many times is the door being knocked on?,thirtyfive,Maybe
door-knock-open-close-wooden_close.wav,How many times is the door being knocked on?,fifty,No
door-knock-open-close-wooden_close.wav,Is anyone knocking on the glass?,no,yes
door-knock-open-close-wooden_close.wav,Is anyone knocking on the glass?,yes,yes
door-knock-open-close-wooden_close.wav,Is anyone knocking on the glass?,no,yes
door-knock-open-close-wooden_close.wav,Whats being done here?,knocking,Yes
door-knock-open-close-wooden_close.wav,Whats being done here?,knocking,Maybe
door-knock-open-close-wooden_close.wav,Whats being done here?,knocking,Yes
Pet Store Ambience.wav,Are there people arguing?,yes,maybe
Pet Store Ambience.wav,Are there people arguing?,yes,yes
Pet Store Ambience.wav,Are there people arguing?,yes,yes
Pet Store Ambience.wav,How many times is the creaking sound made?,once,Maybe
Pet Store Ambience.wav,How many times is the creaking sound made?,two,Maybe
Pet Store Ambience.wav,How many times is the creaking sound made?,none,Yes
Pet Store Ambience.wav,Is the machine noise constant?,yes,maybe
Pet Store Ambience.wav,Is the machine noise constant?,yes,yes
Pet Store Ambience.wav,Is the machine noise constant?,yes,yes
Pet Store Ambience.wav,Is there a creaking sound?,yes,maybe
Pet Store Ambience.wav,Is there a creaking sound?,yes,yes
Pet Store Ambience.wav,Is there a creaking sound?,yes,maybe
Pet Store Ambience.wav,Is there something being banged?,yes,yes
Pet Store Ambience.wav,Is there something being banged?,yes,yes
Pet Store Ambience.wav,Is there something being banged?,no,yes
Pet Store Ambience.wav,What machine is making that noise?,electric,Maybe
Pet Store Ambience.wav,What machine is making that noise?,fan,Maybe
Pet Store Ambience.wav,What machine is making that noise?,car,No
Count down and drive away car rally gravel.wav,Are animals heard?,no,yes
Count down and drive away car rally gravel.wav,Are animals heard?,no,yes
Count down and drive away car rally gravel.wav,Are animals heard?,no,yes
Count down and drive away car rally gravel.wav,Is a person counting?,yes,yes
Count down and drive away car rally gravel.wav,Is a person counting?,yes,yes
Count down and drive away car rally gravel.wav,Is a person counting?,yes,yes
Count down and drive away car rally gravel.wav,Is a woman speaking?,no,yes
Count down and drive away car rally gravel.wav,Is a woman speaking?,yes,yes
Count down and drive away car rally gravel.wav,Is a woman speaking?,no,yes
Count down and drive away car rally gravel.wav,is the vehicle speeding up?,yes,maybe
Count down and drive away car rally gravel.wav,is the vehicle speeding up?,yes,no
Count down and drive away car rally gravel.wav,is the vehicle speeding up?,yes,yes
Count down and drive away car rally gravel.wav,What is making the loudest noise?,car,Maybe
Count down and drive away car rally gravel.wav,What is making the loudest noise?,motorcycle,Maybe
Count down and drive away car rally gravel.wav,What is making the loudest noise?,car,Yes
Count down and drive away car rally gravel.wav,what number do they start counting at?,five,Yes
Count down and drive away car rally gravel.wav,what number do they start counting at?,five,Yes
Count down and drive away car rally gravel.wav,what number do they start counting at?,five,Yes
cooking_onions_in_oil_ambience.wav,Does someone speak?,no,maybe
cooking_onions_in_oil_ambience.wav,Does someone speak?,no,no
cooking_onions_in_oil_ambience.wav,Does someone speak?,yes,yes
cooking_onions_in_oil_ambience.wav,is the water in a lake?,no,yes
cooking_onions_in_oil_ambience.wav,is the water in a lake?,no,yes
cooking_onions_in_oil_ambience.wav,is the water in a lake?,yes,yes
cooking_onions_in_oil_ambience.wav,Is there crackling?,yes,yes
cooking_onions_in_oil_ambience.wav,Is there crackling?,yes,maybe
cooking_onions_in_oil_ambience.wav,Is there crackling?,yes,yes
cooking_onions_in_oil_ambience.wav,is there water?,yes,yes
cooking_onions_in_oil_ambience.wav,is there water?,yes,maybe
cooking_onions_in_oil_ambience.wav,is there water?,no,maybe
cooking_onions_in_oil_ambience.wav,What does the crackling sound do at the end?,fades,Yes
cooking_onions_in_oil_ambience.wav,What does the crackling sound do at the end?,water,Yes
cooking_onions_in_oil_ambience.wav,What does the crackling sound do at the end?,pop,Maybe
cooking_onions_in_oil_ambience.wav,what is the water doing?,running,Yes
cooking_onions_in_oil_ambience.wav,what is the water doing?,dropping,Yes
cooking_onions_in_oil_ambience.wav,what is the water doing?,dripping,Maybe
driving on Mcgalliard.wav,Are people talking?,no,yes
driving on Mcgalliard.wav,Are people talking?,no,maybe
driving on Mcgalliard.wav,Are people talking?,yes,maybe
driving on Mcgalliard.wav,How many vehicles pass by?,one,Yes
driving on Mcgalliard.wav,How many vehicles pass by?,fourteen,Maybe
driving on Mcgalliard.wav,How many vehicles pass by?,two,Maybe
driving on Mcgalliard.wav,Is the noise steady?,yes,yes
driving on Mcgalliard.wav,Is the noise steady?,yes,yes
driving on Mcgalliard.wav,Is the noise steady?,yes,yes
driving on Mcgalliard.wav,Is the wind blowing hard?,yes,yes
driving on Mcgalliard.wav,Is the wind blowing hard?,yes,yes
driving on Mcgalliard.wav,Is the wind blowing hard?,yes,maybe
driving on Mcgalliard.wav,Is there a thunderstorm?,no,yes
driving on Mcgalliard.wav,Is there a thunderstorm?,yes,yes
driving on Mcgalliard.wav,Is there a thunderstorm?,no,yes
driving on Mcgalliard.wav,What is making the noise?,airplane,Maybe
driving on Mcgalliard.wav,What is making the noise?,subway,Maybe
driving on Mcgalliard.wav,What is making the noise?,engine,Maybe
water plops.wav,does the water drip the whole time?,yes,yes
water plops.wav,does the water drip the whole time?,yes,yes
water plops.wav,does the water drip the whole time?,yes,yes
water plops.wav,Is someone yelling?,no,yes
water plops.wav,Is someone yelling?,no,yes
water plops.wav,Is someone yelling?,no,yes
water plops.wav,is the water dripping hard?,yes,no
water plops.wav,is the water dripping hard?,yes,yes
water plops.wav,is the water dripping hard?,yes,yes
water plops.wav,Is water dripping?,yes,yes
water plops.wav,Is water dripping?,yes,yes
water plops.wav,Is water dripping?,yes,yes
water plops.wav,What is dripping?,machine,Yes
water plops.wav,What is dripping?,water,Yes
water plops.wav,What is dripping?,water,Yes
water plops.wav,what sound is behind the water?,dripping,No
water plops.wav,what sound is behind the water?,raining,Yes
water plops.wav,what sound is behind the water?,rain,Maybe
metal door creaking loud2 (borQue).wav,How many separate creaking noises are made?,more,Maybe
metal door creaking loud2 (borQue).wav,How many separate creaking noises are made?,four,Yes
metal door creaking loud2 (borQue).wav,How many separate creaking noises are made?,four,Yes
metal door creaking loud2 (borQue).wav,Is a door being opened?,yes,yes
metal door creaking loud2 (borQue).wav,Is a door being opened?,yes,yes
metal door creaking loud2 (borQue).wav,Is a door being opened?,yes,yes
metal door creaking loud2 (borQue).wav,Is a person speaking?,no,yes
metal door creaking loud2 (borQue).wav,Is a person speaking?,no,yes
metal door creaking loud2 (borQue).wav,Is a person speaking?,yes,yes
metal door creaking loud2 (borQue).wav,Is something creaking?,yes,maybe
metal door creaking loud2 (borQue).wav,Is something creaking?,yes,yes
metal door creaking loud2 (borQue).wav,Is something creaking?,yes,yes
metal door creaking loud2 (borQue).wav,Is this happening outside in a park?,no,yes
metal door creaking loud2 (borQue).wav,Is this happening outside in a park?,yes,maybe
metal door creaking loud2 (borQue).wav,Is this happening outside in a park?,yes,yes
metal door creaking loud2 (borQue).wav,What is being opened?,door,Yes
metal door creaking loud2 (borQue).wav,What is being opened?,door,Yes
metal door creaking loud2 (borQue).wav,What is being opened?,door,Yes
Shaking Gate.wav,Are two cats getting into a fight?,no,yes
Shaking Gate.wav,Are two cats getting into a fight?,no,yes
Shaking Gate.wav,Are two cats getting into a fight?,no,yes
Shaking Gate.wav,Does the sound ever speed up and slow down?,yes,yes
Shaking Gate.wav,Does the sound ever speed up and slow down?,yes,yes
Shaking Gate.wav,Does the sound ever speed up and slow down?,yes,yes
Shaking Gate.wav,Does this sound come from something soft?,no,yes
Shaking Gate.wav,Does this sound come from something soft?,no,yes
Shaking Gate.wav,Does this sound come from something soft?,no,yes
Shaking Gate.wav,Is something hitting against a metal object?,yes,yes
Shaking Gate.wav,Is something hitting against a metal object?,yes,yes
Shaking Gate.wav,Is something hitting against a metal object?,yes,yes
Shaking Gate.wav,What is the person doing to the metal gate?,shaking,Yes
Shaking Gate.wav,What is the person doing to the metal gate?,hitting,Maybe
Shaking Gate.wav,What is the person doing to the metal gate?,tapping,Yes
Shaking Gate.wav,What is the state of matter of the source of the noise?,hard,Yes
Shaking Gate.wav,What is the state of matter of the source of the noise?,hard,Yes
Shaking Gate.wav,What is the state of matter of the source of the noise?,fence,Maybe
RhythmicSC.wav,Are objects violently thrown to the ground?,no,yes
RhythmicSC.wav,Are objects violently thrown to the ground?,no,yes
RhythmicSC.wav,Are objects violently thrown to the ground?,yes,yes
RhythmicSC.wav,Did the horse escape?,no,maybe
RhythmicSC.wav,Did the horse escape?,yes,maybe
RhythmicSC.wav,Did the horse escape?,no,yes
RhythmicSC.wav,Is the object initially placed in a delicate way?,yes,maybe
RhythmicSC.wav,Is the object initially placed in a delicate way?,no,yes
RhythmicSC.wav,Is the object initially placed in a delicate way?,no,maybe
RhythmicSC.wav,Is there a latch?,no,yes
RhythmicSC.wav,Is there a latch?,yes,yes
RhythmicSC.wav,Is there a latch?,yes,maybe
RhythmicSC.wav,What was opened?,toilet,Maybe
RhythmicSC.wav,What was opened?,box,Maybe
RhythmicSC.wav,What was opened?,dishwasher,No
RhythmicSC.wav,Who performs the actions?,person,No
RhythmicSC.wav,Who performs the actions?,person,Maybe
RhythmicSC.wav,Who performs the actions?,man,No
birds-Udaipur-Saheliyon-Ki-Bari.wav,Are the birds quiet?,yes,yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,Are the birds quiet?,no,yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,Are the birds quiet?,no,yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,Are the people outside?,yes,yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,Are the people outside?,yes,yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,Are the people outside?,yes,yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,How many birds are there?,many,Maybe
birds-Udaipur-Saheliyon-Ki-Bari.wav,How many birds are there?,three,Maybe
birds-Udaipur-Saheliyon-Ki-Bari.wav,How many birds are there?,four,Yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,Is a lawn mower engine rumbling?,yes,yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,Is a lawn mower engine rumbling?,yes,maybe
birds-Udaipur-Saheliyon-Ki-Bari.wav,Is a lawn mower engine rumbling?,no,yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,Is there a lot of talking?,no,yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,Is there a lot of talking?,yes,yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,Is there a lot of talking?,no,yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,What type of animal can be heard?,birds,Yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,What type of animal can be heard?,birds,Yes
birds-Udaipur-Saheliyon-Ki-Bari.wav,What type of animal can be heard?,elephant,Maybe
Tortured Apple 01.wav,Are there animal noises?,yes,yes
Tortured Apple 01.wav,Are there animal noises?,no,yes
Tortured Apple 01.wav,Are there animal noises?,yes,no
Tortured Apple 01.wav,How many times is the cutting sound made?,three,No
Tortured Apple 01.wav,How many times is the cutting sound made?,seven,Yes
Tortured Apple 01.wav,How many times is the cutting sound made?,two,Yes
Tortured Apple 01.wav,is someone yelling?,yes,maybe
Tortured Apple 01.wav,is someone yelling?,yes,maybe
Tortured Apple 01.wav,is someone yelling?,yes,yes
Tortured Apple 01.wav,is something being shaken around?,yes,yes
Tortured Apple 01.wav,is something being shaken around?,yes,yes
Tortured Apple 01.wav,is something being shaken around?,yes,yes
Tortured Apple 01.wav,Is something poured?,no,maybe
Tortured Apple 01.wav,Is something poured?,yes,yes
Tortured Apple 01.wav,Is something poured?,yes,maybe
Tortured Apple 01.wav,what is making the tearing sound?,food,Maybe
Tortured Apple 01.wav,what is making the tearing sound?,package,Maybe
Tortured Apple 01.wav,what is making the tearing sound?,knife,Yes
Ubud Crickets.wav,Is it loud?,no,yes
Ubud Crickets.wav,Is it loud?,yes,yes
Ubud Crickets.wav,Is it loud?,yes,maybe
Ubud Crickets.wav,Is the insect close?,no,yes
Ubud Crickets.wav,Is the insect close?,no,maybe
Ubud Crickets.wav,Is the insect close?,no,maybe
Ubud Crickets.wav,Is there an insect?,yes,yes
Ubud Crickets.wav,Is there an insect?,yes,yes
Ubud Crickets.wav,Is there an insect?,yes,maybe
Ubud Crickets.wav,Is this outside?,yes,maybe
Ubud Crickets.wav,Is this outside?,yes,yes
Ubud Crickets.wav,Is this outside?,yes,yes
Ubud Crickets.wav,What is chirping?,crickets,Yes
Ubud Crickets.wav,What is chirping?,cricket,Yes
Ubud Crickets.wav,What is chirping?,crickets,Yes
Ubud Crickets.wav,What is the insect doing?,buzzing,No
Ubud Crickets.wav,What is the insect doing?,sound,Maybe
Ubud Crickets.wav,What is the insect doing?,chirping,Yes
walking down hall MIT mike closer to feet.wav,Is a dog panting?,no,yes
walking down hall MIT mike closer to feet.wav,Is a dog panting?,no,yes
walking down hall MIT mike closer to feet.wav,Is a dog panting?,no,yes
walking down hall MIT mike closer to feet.wav,Is the person wearing shoes?,no,yes
walking down hall MIT mike closer to feet.wav,Is the person wearing shoes?,no,maybe
walking down hall MIT mike closer to feet.wav,Is the person wearing shoes?,yes,yes
walking down hall MIT mike closer to feet.wav,Is the sound soft?,yes,yes
walking down hall MIT mike closer to feet.wav,Is the sound soft?,yes,yes
walking down hall MIT mike closer to feet.wav,Is the sound soft?,yes,yes
walking down hall MIT mike closer to feet.wav,Is this a person speaking?,yes,yes
walking down hall MIT mike closer to feet.wav,Is this a person speaking?,no,yes
walking down hall MIT mike closer to feet.wav,Is this a person speaking?,no,yes
walking down hall MIT mike closer to feet.wav,What is happening?,walking,Maybe
walking down hall MIT mike closer to feet.wav,What is happening?,walking,Yes
walking down hall MIT mike closer to feet.wav,What is happening?,useful,Yes
walking down hall MIT mike closer to feet.wav,What is the person walking up?,stairs,Yes
walking down hall MIT mike closer to feet.wav,What is the person walking up?,stairs,Yes
walking down hall MIT mike closer to feet.wav,What is the person walking up?,steps,Maybe
latenighttraffic.wav,Are people playing badminton?,no,yes
latenighttraffic.wav,Are people playing badminton?,no,yes
latenighttraffic.wav,Are people playing badminton?,no,yes
latenighttraffic.wav,Can people be heard talking on the road?,no,yes
latenighttraffic.wav,Can people be heard talking on the road?,no,yes
latenighttraffic.wav,Can people be heard talking on the road?,no,yes
latenighttraffic.wav,How many different cars are driving past?,five,No
latenighttraffic.wav,How many different cars are driving past?,two,Maybe
latenighttraffic.wav,How many different cars are driving past?,five,Maybe
latenighttraffic.wav,How many times does this recording have static?,two,Maybe
latenighttraffic.wav,How many times does this recording have static?,three,Yes
latenighttraffic.wav,How many times does this recording have static?,zero,Yes
latenighttraffic.wav,Is it not raining?,yes,maybe
latenighttraffic.wav,Is it not raining?,no,maybe
latenighttraffic.wav,Is it not raining?,yes,maybe
latenighttraffic.wav,Is the engine getting louder?,yes,yes
latenighttraffic.wav,Is the engine getting louder?,yes,yes
latenighttraffic.wav,Is the engine getting louder?,yes,yes
Printing Press 4.wav,Are babies crying?,no,yes
Printing Press 4.wav,Are babies crying?,yes,yes
Printing Press 4.wav,Are babies crying?,no,yes
Printing Press 4.wav,How many repetitions are there of this cyclical noise?,fifteen,Yes
Printing Press 4.wav,How many repetitions are there of this cyclical noise?,twenty,Yes
Printing Press 4.wav,How many repetitions are there of this cyclical noise?,many,Maybe
Printing Press 4.wav,Is the sprinkler broken?,no,yes
Printing Press 4.wav,Is the sprinkler broken?,no,maybe
Printing Press 4.wav,Is the sprinkler broken?,yes,yes
Printing Press 4.wav,Is this a man-made object?,yes,yes
Printing Press 4.wav,Is this a man-made object?,yes,yes
Printing Press 4.wav,Is this a man-made object?,yes,yes
Printing Press 4.wav,What comes out of this object?,fabric,Maybe
Printing Press 4.wav,What comes out of this object?,water,Yes
Printing Press 4.wav,What comes out of this object?,papers,Yes
Printing Press 4.wav,Would this be commonplace at a golf course?,no,maybe
Printing Press 4.wav,Would this be commonplace at a golf course?,yes,yes
Printing Press 4.wav,Would this be commonplace at a golf course?,no,yes
EQUIP_expressoMaker_01.wav,Can human voices be heard?,no,no
EQUIP_expressoMaker_01.wav,Can human voices be heard?,no,yes
EQUIP_expressoMaker_01.wav,Can human voices be heard?,no,yes
EQUIP_expressoMaker_01.wav,Does the motor bike always stay in idle?,yes,yes
EQUIP_expressoMaker_01.wav,Does the motor bike always stay in idle?,yes,yes
EQUIP_expressoMaker_01.wav,Does the motor bike always stay in idle?,yes,maybe
EQUIP_expressoMaker_01.wav,Does the motor bike ever drive off?,no,yes
EQUIP_expressoMaker_01.wav,Does the motor bike ever drive off?,no,yes
EQUIP_expressoMaker_01.wav,Does the motor bike ever drive off?,no,yes
EQUIP_expressoMaker_01.wav,Is the sound made by a machine?,yes,no
EQUIP_expressoMaker_01.wav,Is the sound made by a machine?,yes,maybe
EQUIP_expressoMaker_01.wav,Is the sound made by a machine?,yes,yes
EQUIP_expressoMaker_01.wav,What machine is making the sound?,sewing,Yes
EQUIP_expressoMaker_01.wav,What machine is making the sound?,fan,Yes
EQUIP_expressoMaker_01.wav,What machine is making the sound?,grinder,Maybe
EQUIP_expressoMaker_01.wav,What type of bike is idling?,dirt,Maybe
EQUIP_expressoMaker_01.wav,What type of bike is idling?,scooter,Maybe
EQUIP_expressoMaker_01.wav,What type of bike is idling?,dirtbike,Yes
trumpet.wav,Are people talking?,yes,yes
trumpet.wav,Are people talking?,yes,yes
trumpet.wav,Are people talking?,no,yes
trumpet.wav,Is the instrument made of brass?,yes,yes
trumpet.wav,Is the instrument made of brass?,yes,yes
trumpet.wav,Is the instrument made of brass?,yes,yes
trumpet.wav,Is the talking loud?,yes,yes
trumpet.wav,Is the talking loud?,no,maybe
trumpet.wav,Is the talking loud?,yes,maybe
trumpet.wav,Is there a bird?,no,yes
trumpet.wav,Is there a bird?,no,yes
trumpet.wav,Is there a bird?,yes,yes
trumpet.wav,What are the people doing as the music plays?,walking,Yes
trumpet.wav,What are the people doing as the music plays?,talking,Yes
trumpet.wav,What are the people doing as the music plays?,talking,Yes
trumpet.wav,What instrument is being played?,trumpet,Yes
trumpet.wav,What instrument is being played?,horn,Yes
trumpet.wav,What instrument is being played?,trumpet,Yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Can people be heard making noise?,no,yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Can people be heard making noise?,yes,yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Can people be heard making noise?,no,yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,How many times does the audio crack?,zero,Maybe
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,How many times does the audio crack?,none,Yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,How many times does the audio crack?,zero,Maybe
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,How many times does the noise stop and start?,one,Maybe
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,How many times does the noise stop and start?,none,Yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,How many times does the noise stop and start?,zero,Yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Is a drill being used?,yes,yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Is a drill being used?,no,yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Is a drill being used?,yes,yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Is a patient crying out for lidocaine?,no,maybe
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Is a patient crying out for lidocaine?,no,yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Is a patient crying out for lidocaine?,no,yes
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Is the sound caused by a machine spinning?,no,maybe
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Is the sound caused by a machine spinning?,no,maybe
Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,Is the sound caused by a machine spinning?,yes,yes
Family Reunion Side B Original.wav,Does the music play throughout the entire clip?,no,yes
Family Reunion Side B Original.wav,Does the music play throughout the entire clip?,no,maybe
Family Reunion Side B Original.wav,Does the music play throughout the entire clip?,no,yes
Family Reunion Side B Original.wav,Is the audio distorted?,yes,maybe
Family Reunion Side B Original.wav,Is the audio distorted?,no,maybe
Family Reunion Side B Original.wav,Is the audio distorted?,yes,maybe
Family Reunion Side B Original.wav,Is there a person walking?,no,maybe
Family Reunion Side B Original.wav,Is there a person walking?,yes,maybe
Family Reunion Side B Original.wav,Is there a person walking?,no,yes
Family Reunion Side B Original.wav,Is there an announcer that can be heard?,yes,yes
Family Reunion Side B Original.wav,Is there an announcer that can be heard?,yes,maybe
Family Reunion Side B Original.wav,Is there an announcer that can be heard?,yes,yes
Family Reunion Side B Original.wav,On what kind of device would this be heard?,coin,Yes
Family Reunion Side B Original.wav,On what kind of device would this be heard?,radio,Yes
Family Reunion Side B Original.wav,On what kind of device would this be heard?,radio,Maybe
Family Reunion Side B Original.wav,What instrument is being played?,piano,Maybe
Family Reunion Side B Original.wav,What instrument is being played?,piano,Yes
Family Reunion Side B Original.wav,What instrument is being played?,piano,Yes
"Shopping Mall, ambience.wav",Are birds singing?,no,yes
"Shopping Mall, ambience.wav",Are birds singing?,no,yes
"Shopping Mall, ambience.wav",Are birds singing?,no,no
"Shopping Mall, ambience.wav",Are people talking in the background?,yes,yes
"Shopping Mall, ambience.wav",Are people talking in the background?,yes,yes
"Shopping Mall, ambience.wav",Are people talking in the background?,yes,yes
"Shopping Mall, ambience.wav",are there sounds of nature?,no,maybe
"Shopping Mall, ambience.wav",are there sounds of nature?,no,yes
"Shopping Mall, ambience.wav",are there sounds of nature?,yes,yes
"Shopping Mall, ambience.wav",is there more than one human around?,yes,yes
"Shopping Mall, ambience.wav",is there more than one human around?,yes,yes
"Shopping Mall, ambience.wav",is there more than one human around?,yes,yes
"Shopping Mall, ambience.wav",What are people in the background doing?,talking,Maybe
"Shopping Mall, ambience.wav",What are people in the background doing?,talking,Yes
"Shopping Mall, ambience.wav",What are people in the background doing?,speaking,Maybe
"Shopping Mall, ambience.wav",what makes the clinging noise?,silverware,Maybe
"Shopping Mall, ambience.wav",what makes the clinging noise?,train,Maybe
"Shopping Mall, ambience.wav",what makes the clinging noise?,tools,Yes
Rain and Thunder.wav,Is it a good day to play outside?,yes,yes
Rain and Thunder.wav,Is it a good day to play outside?,yes,yes
Rain and Thunder.wav,Is it a good day to play outside?,no,yes
Rain and Thunder.wav,is there a lot of wind?,yes,yes
Rain and Thunder.wav,is there a lot of wind?,no,maybe
Rain and Thunder.wav,is there a lot of wind?,yes,yes
Rain and Thunder.wav,Is there likely to be lightning?,yes,maybe
Rain and Thunder.wav,Is there likely to be lightning?,yes,yes
Rain and Thunder.wav,Is there likely to be lightning?,yes,maybe
Rain and Thunder.wav,is there rain?,yes,yes
Rain and Thunder.wav,is there rain?,yes,yes
Rain and Thunder.wav,is there rain?,yes,yes
Rain and Thunder.wav,What is making the rumbling sound?,thunder,Yes
Rain and Thunder.wav,What is making the rumbling sound?,thunder,Yes
Rain and Thunder.wav,What is making the rumbling sound?,thunder,Yes
Rain and Thunder.wav,what is the rain doing?,falling,Yes
Rain and Thunder.wav,what is the rain doing?,thunder,Yes
Rain and Thunder.wav,what is the rain doing?,falling,Yes
gas cooker.wav,Does something ignite?,yes,yes
gas cooker.wav,Does something ignite?,yes,yes
gas cooker.wav,Does something ignite?,yes,maybe
gas cooker.wav,Does this sound safe for children?,yes,yes
gas cooker.wav,Does this sound safe for children?,yes,maybe
gas cooker.wav,Does this sound safe for children?,no,yes
gas cooker.wav,Is there a dog barking?,no,yes
gas cooker.wav,Is there a dog barking?,no,maybe
gas cooker.wav,Is there a dog barking?,no,yes
gas cooker.wav,Is this outside?,yes,maybe
gas cooker.wav,Is this outside?,yes,maybe
